Time,AE,EC,M,O
3642.805,55859.09091,-6.94E-07,0.095459839,1
3643.300909,56030.30303,-6.93E-07,0.104692771,1
3643.803824,60364.70588,-6.90E-07,0.094130581,1
3644.308462,49483.07692,-6.93E-07,0.103606487,1
3644.802879,58883.33333,-6.93E-07,0.097890654,1
3645.302537,53350.74627,-6.95E-07,0.097088114,1
3645.805672,59547.76119,-6.95E-07,0.103950728,1
3646.305303,62201.51515,-6.93E-07,0.094030303,1
3646.799846,56823.07692,-6.94E-07,0.104292864,1
3647.304706,55342.64706,-6.93E-07,0.095107725,1
3647.807727,57278.78788,-6.99E-07,0.101081417,1
3648.302727,58995.45455,-6.92E-07,0.100970427,1
3648.802687,57444.77612,-6.98E-07,0.094756698,1
3649.306567,59620.89552,-6.99E-07,0.10503039,1
3649.805909,58968.18182,-6.95E-07,0.093748083,1
3650.301515,50281.81818,-7.01E-07,0.103836254,1
3650.805,57798.52941,-6.95E-07,0.097730865,1
3651.308308,54881.53846,-6.99E-07,0.098222057,1
3651.803485,56227.27273,-6.97E-07,0.103236218,1
3652.302985,60614.92537,-6.98E-07,0.093465024,1
3652.805909,57556.06061,-6.99E-07,0.104596203,1
3653.305231,53413.84615,-6.95E-07,0.094022799,1
3653.801818,54830.30303,-7.01E-07,0.100771997,1
3654.305147,59417.64706,-7.00E-07,0.100984408,1
3654.806462,58378.46154,-7.02E-07,0.094753475,1
3655.303788,58830.30303,-7.02E-07,0.1044069,1
3655.802687,59553.73134,-6.99E-07,0.093358389,1
3656.30597,52494.02985,-7.04E-07,0.105171372,1
3656.805909,57028.78788,-6.94E-07,0.097955823,1
3657.301515,54956.06061,-6.97E-07,0.097624498,1
3657.804706,60742.64706,-6.93E-07,0.103268604,1
3658.307727,63530.30303,-6.96E-07,0.094148047,1
3658.80303,52053.0303,-6.98E-07,0.104909091,1
3659.303134,59989.55224,-6.93E-07,0.094463586,1
3659.806418,52626.86567,-7.01E-07,0.101742492,1
3660.306061,56225.75758,-6.96E-07,0.100874772,1
3660.80197,59760.60606,-7.01E-07,0.095289887,1
3661.305,55895.58824,-6.98E-07,0.104506024,1
3661.805692,66380,-6.96E-07,0.093179611,1
3662.303182,60198.48485,-7.00E-07,0.103974443,1
3662.803284,44967.16418,-6.91E-07,0.097068513,1
3663.306567,65843.28358,-6.98E-07,0.098511239,1
3663.806667,117927.2727,-6.95E-07,0.103295546,1
3664.302424,115678.7879,-6.96E-07,0.093890654,1
3664.805441,115717.6471,-6.93E-07,0.104805989,1
3665.311231,113846.1538,-6.93E-07,0.093907322,1
3665.803939,116018.1818,-6.97E-07,0.100951077,1
3666.300303,115090.9091,-6.94E-07,0.101139832,1
3666.803971,117577.9412,-6.96E-07,0.095482991,1
3667.309846,110827.6923,-6.92E-07,0.10379203,1
3667.802727,119560.6061,-6.92E-07,0.094057503,1
3668.305294,112630.8824,-6.96E-07,0.103587881,1
3668.808333,119050,-6.94E-07,0.097601314,1
3669.305152,113316.6667,-6.96E-07,0.097530851,1
3669.801692,113092.3077,-6.92E-07,0.102322521,1
3670.302647,27229.41176,-6.22E-07,0.045612332,1
3670.807273,20351.51515,-6.27E-07,0.06162249,1
3671.302424,26545.45455,-6.27E-07,0.036768894,1
3671.805,21091.17647,-6.35E-07,0.063478384,1
3672.307576,27145.45455,-6.30E-07,0.042134356,1
3672.803636,24669.69697,-6.39E-07,0.052296824,1
3673.299091,20809.09091,-6.38E-07,0.055934648,1
3673.800882,28744.11765,-6.37E-07,0.040046067,1
3674.305758,20875.75758,-6.44E-07,0.065065718,1
3674.802424,27090.90909,-6.33E-07,0.037660095,1
3675.305,22505.88235,-6.42E-07,0.058788093,1
